,who,lang,text
ParlaMint-NO_2014-15_150616.ud2029e6631,KES,nob,"['Det voteres over forslagene nr. 9–19, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 9 lyder:', '«Stortinget ber regjeringen vurdere tiltak som styrker den norske vinmonopolordningen.»', 'Forslag nr. 10 lyder:', '«Stortinget ber regjeringen legge frem en strategi for å redusere sosiale forskjeller i helse og en styrket fordelingspolitikk, og forankre dette arbeidet i alle sine relevante stortingsmeldinger.»', 'Forslag nr. 11 lyder:', '«Stortinget ber regjeringen styrke jordmortjenesten med flere årsverk, basert på hele stillinger, for å sikre en god svangerskaps- og barselomsorg.»', 'Forslag nr. 12 lyder:', '«Stortinget ber regjeringen bruke fysisk aktivitet i større grad som virkemiddel for å styrke arbeidshelsen, der målsettingen er å få folk til å stå lenger i arbeid og å redusere sykefraværet.»', 'Forslag nr. 13 lyder:', '«Stortinget ber regjeringen fremme forslag om innføring av et sunt skolemåltid for alle elever på barnetrinnet, ungdomsskolen og i videregående skole.»', 'Forslag nr. 14 lyder:', '«Stortinget ber regjeringen fremme forslag om å gjeninnføre frukt og grønt i skolen.»', 'Forslag nr. 15 lyder:', '«Stortinget ber regjeringen sette inn tiltak for å øke rekrutteringen av helsepersonell med spesialkompetanse på overgrepsproblematikk og kompetanse til å avdekke vold i nære relasjoner.»', 'Forslag nr. 16 lyder:', '«Stortinget ber regjeringen sikre at alle barn og unge får svømmeundervisning slik at kompetansemålene i læreplanen nås, og at det utarbeides en nasjonal tiltaksplan for at opplæringen gjennomføres med god kvalitet, slik at målet nås.»', 'Forslag nr. 17 lyder:', '«Stortinget ber regjeringen satse på frivilligheten generelt og på videreutvikling av barne- og ungdomsidretten. Det må bygges flere idretts- og aktivitetsanlegg for fysisk breddeaktivitet og gode arenaer for allmenne kulturaktiviteter. Tilgjengelige lavterskeltilbud og ikke-konkurransebaserte tilbud til barn og unge er spesielt viktig i befolkningstette områder og storbyer. Lån av offentlige anlegg og skoler til idrettsaktiviteter for barn og ungdom under 18 år bør være gratis.»', 'Forslag nr. 18 lyder:', '«Stortinget ber regjeringen sørge for at det settes i gang en utredning med mål om å utvikle en frivillighets- og innovasjonsstrategi for folkehelse og omsorg, hvor kapasitet, oppgaver og incentiver drøftes med særlig tanke på kapasitetsutfordringene vi vil møte i eldreomsorgen fra 2025.»', 'Forslag nr. 19 lyder:', '«Stortinget ber regjeringen komme tilbake til Stortinget med forslag, så raskt som mulig og senest i forbindelse med statsbudsjettet for 2016, om utvidelse av HPV-vaksineprogrammet i tråd med de foreliggende helsefaglige råd.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6702,KES,nob,"['Det voteres over forslagene nr. 7 og 8, fra Arbeiderpartiet, Kristelig Folkeparti og Sosialistisk Venstreparti.', 'Forslag nr. 7 lyder:', '«Stortinget ber regjeringen fremme forslag om å starte innføringen av 1 times daglig fysisk aktivitet i skolen.»', 'Forslag nr. 8 lyder:', '«Stortinget ber regjeringen styrke finansiering av skolehelsetjenesten og helsestasjonene, herunder øremerking av midlene til tjenesten for hele skoleløpet i en opptrappingsperiode.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6726,KES,nob,"['Det voteres over forslag nr. 5, fra Arbeiderpartiet, Kristelig Folkeparti og Senterpartiet. Forslaget lyder:', '«Stortinget ber regjeringen vurdere å innføre nasjonale rutiner for innrapportering fra politi og legevakt knyttet til rusrelaterte hendelser.»']"
ParlaMint-NO_2014-15_150616.ud2029e6741,KES,nob,"['Det voteres over forslag nr. 6, fra Arbeiderpartiet, Kristelig Folkeparti og Senterpartiet. Forslaget lyder:', '«Stortinget ber regjeringen sørge for at det blir utviklet bedre og mer enhetlig alkoholstatistikk på nasjonalt og kommunalt nivå, og at man sørger for at taxfree-salget på ferjer innrapporteres og innarbeides i en nasjonal statistikk sammen med anslag for grensehandel og smugling.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e6758,KES,nob,"['Det voteres over forslag nr. 4, fra Arbeiderpartiet, Kristelig Folkeparti, Venstre og Sosialistisk Venstreparti. Forslaget lyder:', '«Stortinget ber regjeringen gjennomgå organiseringen og finansieringen av fastlegeordningen, med sikte på endringer som kan understøtte fastlegenes deltakelse i forebygging og folkehelse både i nærmiljøet og overfor den enkelte pasient.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2014-15_150616.ud2029e6775,KES,nob,"['Det voteres over forslagene nr. 1–3, fra Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringen i det videre folkehelsearbeidet inkludere tannhelsetjenesten, og legge til rette for god kontakt og samhandling mellom tannhelsetjenesten og resten av helsetjenesten.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringa sørge for at norske kommuner og fylkeskommuner gjennomfører Ungdata på ungdomsskole og videregående nivå jevnlig, for å sikre informasjon om rusbruk blant unge.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen utarbeide en nasjonal strategi knyttet til folkehelseutfordringer for personer med nedsatt funksjonsevne.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2014-15_150616.ud2029e6859,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet. Ber noen om ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2008-09_090507.ud2033e548,KES,nob,"['De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2008-09_090507.ud2033e630,KES,nob,"['Representanten Inge Lønning har hatt ordet to ganger og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2008-09_090507.ud2033e662,KES,nob,"['Representanten Svein Roald Hansen har hatt ordet to ganger og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2008-09_090507.ud2033e672,KES,nob,"['Bjørn Jacobsen har hatt ordet to ganger og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2008-09_090507.ud2033e780,KES,nob,"['Etter ønske fra energi- og miljøkomiteen vil presidenten foreslå at debatten blir begrenset til 1 time og 5 minutter, og at taletiden blir fordelt slik på gruppene: Arbeiderpartiet 20 minutter, Fremskrittspartiet 15 minutter, Høyre 10 minutter, Sosialistisk Venstreparti 5 minutter, Kristelig Folkeparti 5 minutter, Senterpartiet 5 minutter og Venstre 5 minutter.', 'Videre vil presidenten foreslå at det blir gitt anledning til replikkordskifte på inntil fem replikker med svar etter innlegg fra medlemmer av Regjeringen innenfor den fordelte taletid.', 'Videre blir det foreslått at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2015-16_151125.ud2050e1125,KES,nob,"['Da skulle vi i utgangspunktet ha gått til spørsmål 1, men det ser ut som vi mangler statsråden. Og i siste spørsmål, nr. 4, har vi statsråden her, men ikke spørreren. Så vi tar en liten pause.', '– Da ser det ut som vi er klare til å gå til spørsmål 1, fra representanten Kjersti Toppe til samferdselsminister Ketil Solvik-Olsen. Presidenten vil be statsrådene være til stede i salen når spørsmålene skal stilles.']"
ParlaMint-NO_2015-16_151125.ud2050e1194,KES,nob,"['Dette spørsmålet, fra representanten Heikki Eidsvoll Holmås til klima- og miljøministeren, er overført til olje- og energiministeren som rette vedkommende.']"
ParlaMint-NO_2015-16_151125.ud2050e1254,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2014-15_141021.ud2066e586,KES,nob,"['Tar ikke presidenten mye feil, har representanten Gunnar Gundersen deltatt i OL i 1976 som svømmer.']"
ParlaMint-NO_2014-15_141021.ud2066e594,KES,nno,"['Da ser det ut til at vi går tilbake til interpellanten, representanten Abid Q. Raja.']"
ParlaMint-NO_2014-15_141021.ud2066e1707,KES,nob,['I sakene nr. 2–6 foreligger det ikke noe voteringstema.']
ParlaMint-NO_2014-15_141021.ud2066e1715,KES,nob,"['Sak nr. 7 er andre gangs behandling av lovsak og gjelder lovvedtak 1.', 'Det foreligger ingen forslag til anmerkning. Stortingets lovvedtak er dermed bifalt ved andre gangs behandling og blir å sende Kongen i overensstemmelse med Grunnloven.']"
ParlaMint-NO_2014-15_141021.ud2066e1809,KES,nob,"['Dermed er dagens kart ferdigbehandlet.', 'Forlanger noen ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2014-15_150304.ud2083e1327,KES,nob,['Dette spørsmålet til arbeids- og sosialministeren besvares av kunnskapsministeren på vegne av arbeids- og sosialministeren.']
ParlaMint-NO_2014-15_150304.ud2083e1578,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2014-15_141105.ud2110e950,KES,nob,"['Presidenten vil nå, i henhold til Stortingets forretningsorden § 45 annet ledd, foreslå at det åpnes for en kort kommentarrunde, begrenset til ett innlegg på inntil 5 minutter fra hver partigruppe og eventuelt et avsluttende innlegg fra statsministeren. – Det anses vedtatt.']"
ParlaMint-NO_2014-15_141105.ud2110e1143,KES,nob,"['Debatten om redegjørelsen er dermed avsluttet.', 'Presidenten vil foreslå at statsministerens redegjørelse om norske bidrag til Irak og Afghanistan vedlegges protokollen.', '– Det anses vedtatt.']"
ParlaMint-NO_2014-15_141105.ud2110e1159,KES,nob,"['Det blir noen endringer i den oppsatte spørsmålslisten. Presidenten viser i den sammenheng til den elektroniske spørsmålslisten.', 'De foreslåtte endringer foreslås godkjent. – Det anses vedtatt.', 'Endringene var som følger:', 'Spørsmål 7, fra representanten Åsmund Grøver Aukrust til utenriksministeren, vil bli tatt opp av representanten Eigil Knutsen.', 'Spørsmål 9, fra representanten Fredric Holen Bjørdal til arbeids- og sosialministeren, vil – etter anmodning fra arbeids- og sosialministeren – bli flyttet og besvart etter spørsmål 1.', 'Spørsmål 13, fra representanten Liv Signe Navarsete til justis- og beredskapsministeren, er overført til olje- og energiministeren som rette vedkommende.', 'Spørsmål 14, fra representanten Kjersti Toppe til olje- og energiministeren, er overført til samferdselsministeren som rette vedkommende. Spørsmålet vil bli tatt opp av representanten Gerd Eli Berge.']"
ParlaMint-NO_2014-15_141105.ud2110e2123,KES,nob,"['Da går vi tilbake til spørsmål 15, fra representanten Torgeir Knag Fylkesnes til kunnskapsministeren.', 'Presidenten ber om at spørrerne er til stede i salen når spørsmålene kommer opp.']"
ParlaMint-NO_2014-15_141105.ud2110e2191,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet.', 'Det ser ikke ut som om noen ber om ordet før møtet heves.']"
ParlaMint-NO_2016-17_170531.ud477e1314,KES,nno,"['Dette spørsmålet, fra representanten Are Helseth til kunnskapsministeren, vil bli tatt opp av representanten Marianne Aasen.']"
ParlaMint-NO_2016-17_170531.ud477e1542,KES,nno,"['Dette spørsmålet, fra representanten Hadia Tajik til justis- og beredskapsministeren, vil bli tatt opp av representanten Eirik Sivertsen.']"
ParlaMint-NO_2016-17_170531.ud477e1611,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2016-17_161123.ud478e955,KES,nno,"['Dette spørsmålet, fra representanten Are Helseth til samferdselsministeren, vil bli tatt opp av representanten Åsmund Aukrust.']"
ParlaMint-NO_2016-17_161123.ud478e1334,KES,nno,"['Dette spørsmålet, fra Ingunn Gjerstad til samferdselsministeren, blir tatt opp av representanten Heikki Eidsvoll Holmås.']"
ParlaMint-NO_2016-17_161123.ud478e1455,KES,nob,"['Dette spørsmålet, fra representanten Eirik Sivertsen til finansministeren, er overført til næringsministeren som rette vedkommende.']"
ParlaMint-NO_1998-99_990317.ud2128e1357,KES,nob,"['Dette spørsmålet, fra representanten Karin Andersen til sosialministeren, vil bli tatt opp av representanten Olav Gunnar Ballo.']"
ParlaMint-NO_1998-99_990317.ud2128e1441,KES,nno,"['Dette spørsmål, fra representanten John I. Alvheim til helseministeren, vil bli besvart av sosialminister Magnhild Meltveit Kleppa på vegne av helseministeren.']"
ParlaMint-NO_1998-99_990317.ud2128e1568,KES,nob,"['Disse spørsmålene er utsatt.', 'Sak nr. 1 er da ferdigbehandlet.']"
ParlaMint-NO_2000-01_010119.ud2132e1085,KES,nob,"['De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2000-01_010119.ud2132e1176,KES,nno,['Kjell Magne Bondevik har hatt ordet to ganger og får ordet til en kort merknad.']
ParlaMint-NO_1998-99_990323.ud2138e702,KES,nob,"['Representanten Hallgeir H. Langeland har tatt opp de forslagene han refererte til.', 'Ingen har bedt om ordet til replikk.']"
ParlaMint-NO_2013-14_140226.ud2155e1787,KES,nob,"['Spørsmål 15 er besvart tidligere.', 'Spørsmål 16, fra representanten Ingrid Heggø til næringsministeren, vil bli besvart av fiskeriministeren på vegne av næringsministeren, som er bortreist.']"
ParlaMint-NO_2013-14_140226.ud2155e2217,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2014-15_150519.ud2162e2143,KES,nob,['Stortinget er da klar til å gå til votering i sak nr. 1.']
ParlaMint-NO_2014-15_150519.ud2162e2151,KES,nob,"['Under debatten er det satt frem tre forslag. Det er', 'forslag nr. 1, fra Bård Vegar Solhjell på vegne av Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti forslag nr. 2, fra Hans Fredrik Grøvan på vegne av Kristelig Folkeparti og Miljøpartiet De Grønne forslag nr. 3, fra Abid Q. Raja på vegne av Venstre', 'Forslag nr. 1, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti, er et mistillitsforslag. Presidenten vil først ta dette forslaget opp til votering.', 'Forslaget lyder:', '«Justis- og beredskapsminister Anders Anundsen har gjennom den informasjon han har gitt Stortinget vedrørende utsendelse av lengeværende barn, ikke overholdt opplysningsplikten. Justis- og beredskapsminister Anders Anundsen har ikke Stortingets tillit.»', 'I tråd med tradisjonen for behandling av mistillitsforslag i Stortinget vil det bli votert ved navneopprop.', 'Oppropet starter med representant nr. 13 fra Oslo.', 'De som stemmer for forslaget, svarer ja. De som stemmer mot forslaget, svarer nei.']"
ParlaMint-NO_2014-15_150519.ud2162e2187,KES,nob,"['Ingen representanter var fraværende.', 'Det skal da voteres over de øvrige forslag som er fremmet under sak nr. 1, og det voteres på vanlig måte ved bruk av voteringsknappene på representantenes plasser.', 'Det voteres først over forslag nr. 2, fra Kristelig Folkeparti og Miljøpartiet De Grønne. Forslaget lyder:', '«Stortinget mener det er svært alvorlig og sterkt kritikkverdig at justis- og beredskapsminister Anders Anundsen ikke har gitt dekkende informasjon til Stortinget i saken om utsendelse av lengeværende asylbarn.»', 'Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti har varslet at de subsidiært støtter forslaget.']"
ParlaMint-NO_2014-15_150519.ud2162e2207,KES,nob,"['Det voteres over forslag nr. 3, fra Venstre. Forslaget lyder:', '«Stortinget mener det er sterkt kritikkverdig at justis- og beredskapsminister Anders Anundsen ikke har gitt dekkende informasjon til Stortinget og ikke sørget for at den varslede politikkendring ble fulgt, i saken om utsendelse av lengeværende asylbarn.»', 'Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet at de vil støtte forslaget fra Venstre.']"
ParlaMint-NO_2014-15_150519.ud2162e2234,KES,nno,['Vi går da til behandling av sak nr. 2 på dagens kart.']
ParlaMint-NO_2014-15_150519.ud2162e2279,KES,nob,['Det voteres over lovens overskrift og loven i sin helhet.']
ParlaMint-NO_2014-15_150519.ud2162e2288,KES,nob,['Lovvedtaket vil bli satt opp til andre gangs behandling i et senere møte i Stortinget.']
ParlaMint-NO_2014-15_150519.ud2162e2354,KES,nob,['Det voteres over lovens overskrift og loven i sin helhet.']
ParlaMint-NO_2014-15_150519.ud2162e2363,KES,nob,"['Lovvedtaket vil bli satt opp til andre gangs behandling i et senere møte i Stortinget.', 'I sakene nr. 4 og 5 foreligger det ikke noe voteringstema.']"
ParlaMint-NO_2014-15_150519.ud2162e2405,KES,nob,['Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']
ParlaMint-NO_2016-17_170608.ud491e3032,KES,nob,"['Representanten Sverre Myrli har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1\xa0minutt.']"
ParlaMint-NO_2016-17_170608.ud491e3058,KES,nob,"['Representanten Geir Sigbjørn Toskedal har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2016-17_170608.ud491e3083,KES,nob,"['Representanten Helga Pedersen har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1\xa0minutt.']"
ParlaMint-NO_2016-17_170608.ud491e3095,KES,nob,"['Representanten Freddy de Ruiter har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1\xa0minutt.']"
